T:1.1.5.;T:1.2.9.;T:1.2.10.;VPL:1.2.11.;VPL:1.2.12.;VPL:1.2.13.;T:1.3.11.;T:1.3.12.;VPL:1.3.13.;VPL:1.3.14.;VPL:1.3.15.;VPL:1.3.16.;T:1.4.11.;T:1.4.12.;VPL:1.4.13.;VPL:1.4.14.;VPL:1.4.15.;sumball;label
2.2;4.5;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;0.0;4.0;2.21;3.0;0.0;0.0;81.13;1
1.75;3.5;5.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;1.25;3.33;0.0;0.0;0.0;20.83;0
1.03;2.83;4.5;0.0;0.0;0.0;2.0;3.5;0.0;0.0;0.0;0.0;3.0;0.75;0.0;0.0;0.0;11.0;0
2.63;3.0;5.0;5.0;5.0;3.0;5.0;5.0;5.0;0.0;3.0;0.0;3.0;3.0;3.0;3.0;3.0;70.6;1
0.8;4.5;5.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.38;3.08;3.0;0.0;3.0;92.04;1
1.5;4.5;5.0;5.0;5.0;5.0;4.5;4.5;2.0;2.0;0.0;0.0;3.88;2.42;0.0;0.0;0.0;39.38;0
2.85;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.25;3.0;3.0;3.0;3.0;82.05;1
1.3;4.0;4.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0
2.28;5.0;4.5;5.0;5.0;5.0;4.0;4.5;5.0;2.0;3.0;3.0;4.88;2.33;3.0;3.0;3.0;66.88;1
2.75;3.5;4.5;5.0;5.0;5.0;4.5;0.0;5.0;2.0;3.0;0.0;0.0;0.0;3.0;3.0;3.0;57.5;1
2.09;5.0;4.5;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.88;3.13;3.0;3.0;0.0;65.51;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;5.0;2.75;0.0;0.0;0.0;50.0;1
2.75;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.5;3.17;3.0;3.0;0.0;55.67;1
2.63;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;104.88;1
1.98;4.5;5.0;3.0;5.0;5.0;4.0;5.0;5.0;1.0;3.0;3.0;3.88;2.67;3.0;0.0;3.0;52.38;1
0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0
3.0;5.0;4.0;5.0;5.0;5.0;4.5;4.0;5.0;2.0;0.0;0.0;4.5;3.5;3.0;3.0;0.0;56.5;1
1.9;5.0;4.5;0.0;0.0;0.0;3.5;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0
0.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.85;4.5;5.0;5.0;5.0;5.0;5.0;5.0;0.0;1.0;3.0;3.0;4.5;3.5;3.0;0.0;0.0;51.5;1
1.85;0.0;0.0;5.0;3.0;5.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0
2.94;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;3.5;3.5;0.0;0.0;0.0;48.5;0
2.78;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;0.0;3.63;2.95;0.0;0.0;0.0;53.43;1
2.4;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;2.63;2.67;3.0;3.0;3.0;56.0;1
2.08;4.0;4.5;3.0;5.0;5.0;4.5;5.0;5.0;0.0;3.0;0.0;3.0;2.13;0.0;0.0;0.0;50.0;1
2.7;5.0;4.5;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;3.5;3.0;3.0;3.0;3.0;71.0;1
3.0;5.0;5.0;5.0;5.0;5.0;4.5;4.5;5.0;2.0;2.5;3.0;4.5;3.33;0.0;3.0;3.0;90.96;1
3.0;5.0;5.0;0.0;0.0;5.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.5;0
1.45;5.0;5.0;0.0;0.0;0.0;4.5;3.5;0.0;0.0;0.0;0.0;2.75;0.0;0.0;0.0;0.0;18.0;0
2.04;4.0;5.0;0.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;4.5;2.71;0.0;0.0;0.0;22.5;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.5;3.0;3.0;3.0;81.5;1
2.75;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;0.0;3.0;3.0;3.5;2.83;0.0;0.0;3.0;71.6;1
2.7;2.5;4.5;0.0;0.0;0.0;4.5;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.5;0
1.91;4.5;4.5;5.0;5.0;5.0;4.5;4.5;5.0;2.0;0.0;0.0;3.0;1.08;0.0;0.0;0.0;45.1;0
2.61;5.0;5.0;2.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;4.25;2.63;0.0;0.0;0.0;24.25;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;0.0;3.0;3.0;0.0;62.0;1
2.59;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;0
2.78;5.0;5.0;5.0;5.0;5.0;4.5;4.5;5.0;2.0;3.0;3.0;3.63;3.5;3.0;3.0;3.0;83.72999999999999;1
2.05;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;3.25;2.5;3.0;2.0;3.0;76.75;1
1.87;5.0;5.0;0.0;0.0;0.0;4.5;5.0;0.0;0.0;0.0;0.0;4.0;2.7;0.0;0.0;0.0;23.5;0
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.75;3.5;3.0;3.0;0.0;75.05;1
3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.08;3.0;3.0;3.0;91.58;1
2.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.1;4.5;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;5.0;2.5;0.0;0.0;0.0;46.5;0
2.51;5.0;5.0;5.0;5.0;5.0;5.0;4.5;0.0;0.0;3.0;2.5;4.5;3.33;0.0;0.0;3.0;79.83;1
2.4;4.0;5.0;5.0;0.0;3.0;4.0;5.0;0.0;0.0;0.0;0.0;3.25;2.96;0.0;0.0;0.0;29.25;0
1.73;5.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.63;0.0;0.0;0.0;0.0;23.63;0
2.87;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.33;3.0;3.0;3.0;0.0;55.33;1
2.46;5.0;4.5;5.0;5.0;5.0;4.5;4.0;5.0;0.0;0.0;0.0;0.88;2.42;3.0;3.0;3.0;47.0;0
1.71;4.5;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.5;0
2.3;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;0.0;4.38;0.0;0.0;0.0;0.0;48.88;0
2.2;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;3.38;0.0;0.0;2.5;66.38;1
1.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.05;5.0;5.0;0.0;3.0;4.0;5.0;5.0;0.0;0.0;0.0;0.0;3.75;0.0;0.0;0.0;0.0;30.75;0
2.53;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;5.0;3.25;3.0;3.0;3.0;73.25;1
0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0.0;3.5;4.5;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.5;0
0.95;1.5;4.5;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.13;1.13;0.0;0.0;0.0;6.5;0
2.19;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;3.0;3.0;4.0;2.91;3.0;2.0;0.0;56.5;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.85;5.0;5.0;0.0;0.0;0.0;5.0;4.5;0.0;0.0;0.0;0.0;3.33;2.83;0.0;0.0;0.0;22.83;0
2.15;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;3.0;3.0;4.5;2.83;3.0;3.0;3.0;68.5;1
2.63;4.5;5.0;5.0;3.0;3.0;4.5;4.0;5.0;0.0;0.0;0.0;3.63;1.71;0.0;0.0;0.0;39.63;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2.45;4.83;4.5;5.0;5.0;5.0;4.0;0.0;5.0;0.0;3.0;3.0;4.25;2.92;3.0;3.0;3.0;52.58;1
1.33;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;0.0;0.0;3.63;2.88;0.0;0.0;0.0;45.13;0
2.08;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0
3.0;4.5;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;3.75;3.33;0.0;0.0;0.0;29.58;0
2.58;5.0;5.0;4.0;3.0;3.0;2.5;4.5;5.0;0.0;0.0;0.0;4.63;1.42;0.0;0.0;0.0;34.13;0
2.0;5.0;5.0;5.0;5.0;5.0;5.0;4.5;5.0;2.0;0.0;0.0;3.38;3.17;0.0;0.0;0.0;48.050000000000004;0
2.58;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;0.0;0.0;4.0;2.17;0.0;0.0;3.0;77.3;1
1.13;4.0;5.0;5.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;3.25;0.0;0.0;0.0;0.0;32.25;0
2.23;3.5;4.0;5.0;5.0;5.0;4.0;5.0;5.0;2.0;3.0;3.0;4.0;2.67;3.0;3.0;3.0;57.5;1
